Date (Month) R.E.P. HPI,Region (R.E.P)(inc. Aggregate) HPI,Housing Type (R.E.P.) HPI,Real Estate Price HPI
2014-06-01,Mississauga,Single Family,168.3
2014-07-01,Mississauga,Single Family,167.1
2014-08-01,Mississauga,Single Family,167.4
2014-09-01,Mississauga,Single Family,167.9
2014-10-01,Mississauga,Single Family,167.1
2014-11-01,Mississauga,Single Family,168.0
2014-12-01,Mississauga,Single Family,168.6
2015-01-01,Mississauga,Single Family,166.8
2015-02-01,Mississauga,Single Family,174.0
2015-03-01,Mississauga,Single Family,179.8
2015-04-01,Mississauga,Single Family,184.5
2015-05-01,Mississauga,Single Family,185.0
2015-06-01,Mississauga,Single Family,184.3
2015-07-01,Mississauga,Single Family,182.4
2015-08-01,Mississauga,Single Family,183.9
2015-09-01,Mississauga,Single Family,185.8
2015-10-01,Mississauga,Single Family,184.7
2015-11-01,Mississauga,Single Family,185.8
2015-12-01,Mississauga,Single Family,184.7
2016-01-01,Mississauga,Single Family,193.5
2016-02-01,Mississauga,Single Family,192.4
2016-03-01,Mississauga,Single Family,197.9
2016-04-01,Mississauga,Single Family,202.1
2016-05-01,Mississauga,Single Family,208.9
2016-06-01,Mississauga,Single Family,210.4
2016-07-01,Mississauga,Single Family,214.5
2016-08-01,Mississauga,Single Family,218.2
2016-09-01,Mississauga,Single Family,217.5
2016-10-01,Mississauga,Single Family,221.3
2016-11-01,Mississauga,Single Family,225.6
2016-12-01,Mississauga,Single Family,224.7
2017-01-01,Mississauga,Single Family,241.2
2017-02-01,Mississauga,Single Family,253.6
2017-03-01,Mississauga,Single Family,262.9
2017-04-01,Mississauga,Single Family,261.3
2017-05-01,Mississauga,Single Family,251.2
2017-06-01,Mississauga,Single Family,241.8
2017-07-01,Mississauga,Single Family,235.6
2017-08-01,Mississauga,Single Family,233.5
2017-09-01,Mississauga,Single Family,229.5
2017-10-01,Mississauga,Single Family,230.9
2017-11-01,Mississauga,Single Family,227.8
2017-12-01,Mississauga,Single Family,224.6
2018-01-01,Mississauga,Single Family,231.0
2018-02-01,Mississauga,Single Family,227.4
2018-03-01,Mississauga,Single Family,232.4
2018-04-01,Mississauga,Single Family,233.2
2018-05-01,Mississauga,Single Family,236.3
2018-06-01,Mississauga,Single Family,237.5
2018-07-01,Mississauga,Single Family,233.9
2018-08-01,Mississauga,Single Family,233.9
2018-09-01,Mississauga,Single Family,233.2
2018-10-01,Mississauga,Single Family,235.0
2018-11-01,Mississauga,Single Family,231.5
2018-12-01,Mississauga,Single Family,235.6
2019-01-01,Mississauga,Single Family,236.6
2019-02-01,Mississauga,Single Family,238.0
2019-03-01,Mississauga,Single Family,239.2
2019-04-01,Mississauga,Single Family,245.5
2019-05-01,Mississauga,Single Family,246.3
2019-06-01,Mississauga,Single Family,248.0
2019-07-01,Mississauga,Single Family,248.8
2019-08-01,Mississauga,Single Family,247.1
2019-09-01,Mississauga,Single Family,247.8
2019-10-01,Mississauga,Single Family,247.7
2019-11-01,Mississauga,Single Family,248.4
2019-12-01,Mississauga,Single Family,250.5
2020-01-01,Mississauga,Single Family,255.5
2020-02-01,Mississauga,Single Family,270.6
2020-03-01,Mississauga,Single Family,270.0
2020-04-01,Mississauga,Single Family,264.6
2020-05-01,Mississauga,Single Family,264.1
2020-06-01,Mississauga,Single Family,268.0
2020-07-01,Mississauga,Single Family,270.4
2020-08-01,Mississauga,Single Family,274.6
2020-09-01,Mississauga,Single Family,280.9
2005-01-01,Niagara Region,Single Family,100.0
2005-02-01,Niagara Region,Single Family,100.0
2005-03-01,Niagara Region,Single Family,101.1
2005-04-01,Niagara Region,Single Family,101.9
2005-05-01,Niagara Region,Single Family,102.7
2005-06-01,Niagara Region,Single Family,103.1
2005-07-01,Niagara Region,Single Family,103.8
2005-08-01,Niagara Region,Single Family,103.6
2005-09-01,Niagara Region,Single Family,105.0
2005-10-01,Niagara Region,Single Family,104.0
2005-11-01,Niagara Region,Single Family,104.3
2005-12-01,Niagara Region,Single Family,103.7
2006-01-01,Niagara Region,Single Family,104.2
2006-02-01,Niagara Region,Single Family,105.8
2006-03-01,Niagara Region,Single Family,106.3
2006-04-01,Niagara Region,Single Family,107.7
2006-05-01,Niagara Region,Single Family,108.7
2006-06-01,Niagara Region,Single Family,109.0
2006-07-01,Niagara Region,Single Family,109.2
2006-08-01,Niagara Region,Single Family,109.7
2006-09-01,Niagara Region,Single Family,109.2
2006-10-01,Niagara Region,Single Family,108.7
2006-11-01,Niagara Region,Single Family,108.5
2006-12-01,Niagara Region,Single Family,108.8
2007-01-01,Niagara Region,Single Family,108.9
2007-02-01,Niagara Region,Single Family,110.3
2007-03-01,Niagara Region,Single Family,111.0
2007-04-01,Niagara Region,Single Family,112.6
2007-05-01,Niagara Region,Single Family,113.0
2007-06-01,Niagara Region,Single Family,113.9
2007-07-01,Niagara Region,Single Family,114.3
2007-08-01,Niagara Region,Single Family,114.9
2007-09-01,Niagara Region,Single Family,115.5
2007-10-01,Niagara Region,Single Family,115.1
2007-11-01,Niagara Region,Single Family,114.8
2007-12-01,Niagara Region,Single Family,114.4
2008-01-01,Niagara Region,Single Family,113.5
2008-02-01,Niagara Region,Single Family,114.4
2008-03-01,Niagara Region,Single Family,115.6
2008-04-01,Niagara Region,Single Family,115.3
2008-05-01,Niagara Region,Single Family,115.7
2008-06-01,Niagara Region,Single Family,116.3
2008-07-01,Niagara Region,Single Family,116.7
2008-08-01,Niagara Region,Single Family,116.8
2008-09-01,Niagara Region,Single Family,117.2
2008-10-01,Niagara Region,Single Family,115.0
2008-11-01,Niagara Region,Single Family,113.9
2008-12-01,Niagara Region,Single Family,113.3
2009-01-01,Niagara Region,Single Family,112.4
2009-02-01,Niagara Region,Single Family,113.1
2009-03-01,Niagara Region,Single Family,111.2
2009-04-01,Niagara Region,Single Family,112.3
2009-05-01,Niagara Region,Single Family,113.1
2009-06-01,Niagara Region,Single Family,113.7
2009-07-01,Niagara Region,Single Family,115.0
2009-08-01,Niagara Region,Single Family,115.5
2009-09-01,Niagara Region,Single Family,116.2
2009-10-01,Niagara Region,Single Family,116.4
2009-11-01,Niagara Region,Single Family,116.2
2009-12-01,Niagara Region,Single Family,115.7
2010-01-01,Niagara Region,Single Family,116.2
2010-02-01,Niagara Region,Single Family,116.2
2010-03-01,Niagara Region,Single Family,117.6
2010-04-01,Niagara Region,Single Family,119.3
2010-05-01,Niagara Region,Single Family,120.6
2010-06-01,Niagara Region,Single Family,120.2
2010-07-01,Niagara Region,Single Family,119.3
2010-08-01,Niagara Region,Single Family,119.7
2010-09-01,Niagara Region,Single Family,119.3
2010-10-01,Niagara Region,Single Family,118.9
2010-11-01,Niagara Region,Single Family,117.5
2010-12-01,Niagara Region,Single Family,118.0
2011-01-01,Niagara Region,Single Family,117.4
2011-02-01,Niagara Region,Single Family,119.0
2011-03-01,Niagara Region,Single Family,120.2
2011-04-01,Niagara Region,Single Family,121.7
2011-05-01,Niagara Region,Single Family,121.5
2011-06-01,Niagara Region,Single Family,122.3
2011-07-01,Niagara Region,Single Family,123.2
2011-08-01,Niagara Region,Single Family,123.5
2011-09-01,Niagara Region,Single Family,121.8
2011-10-01,Niagara Region,Single Family,120.8
2011-11-01,Niagara Region,Single Family,121.8
2011-12-01,Niagara Region,Single Family,121.6
2012-01-01,Niagara Region,Single Family,121.4
2012-02-01,Niagara Region,Single Family,121.6
2012-03-01,Niagara Region,Single Family,122.2
2012-04-01,Niagara Region,Single Family,124.1
2012-05-01,Niagara Region,Single Family,124.8
2012-06-01,Niagara Region,Single Family,124.7
2012-07-01,Niagara Region,Single Family,125.4
2012-08-01,Niagara Region,Single Family,124.8
2012-09-01,Niagara Region,Single Family,124.3
2012-10-01,Niagara Region,Single Family,124.4
2012-11-01,Niagara Region,Single Family,123.7
2012-12-01,Niagara Region,Single Family,123.5
2013-01-01,Niagara Region,Single Family,122.5
2013-02-01,Niagara Region,Single Family,123.7
2013-03-01,Niagara Region,Single Family,125.4
2013-04-01,Niagara Region,Single Family,126.8
2013-05-01,Niagara Region,Single Family,127.7
2013-06-01,Niagara Region,Single Family,128.9
2013-07-01,Niagara Region,Single Family,128.8
2013-08-01,Niagara Region,Single Family,128.7
2013-09-01,Niagara Region,Single Family,127.5
2013-10-01,Niagara Region,Single Family,127.9
2013-11-01,Niagara Region,Single Family,127.3
2013-12-01,Niagara Region,Single Family,128.4
2014-01-01,Niagara Region,Single Family,128.6
2014-02-01,Niagara Region,Single Family,130.0
2014-03-01,Niagara Region,Single Family,131.2
2014-04-01,Niagara Region,Single Family,132.5
2014-05-01,Niagara Region,Single Family,133.5
2014-06-01,Niagara Region,Single Family,134.7
2014-07-01,Niagara Region,Single Family,134.3
2014-08-01,Niagara Region,Single Family,134.0
2014-09-01,Niagara Region,Single Family,133.5
2014-10-01,Niagara Region,Single Family,133.1
2014-11-01,Niagara Region,Single Family,133.9
2014-12-01,Niagara Region,Single Family,134.1
2015-01-01,Niagara Region,Single Family,134.4
2015-02-01,Niagara Region,Single Family,135.8
2015-03-01,Niagara Region,Single Family,136.9
2015-04-01,Niagara Region,Single Family,139.5
2015-05-01,Niagara Region,Single Family,141.9
2015-06-01,Niagara Region,Single Family,143.4
2015-07-01,Niagara Region,Single Family,143.2
2015-08-01,Niagara Region,Single Family,143.8
2015-09-01,Niagara Region,Single Family,144.9
2015-10-01,Niagara Region,Single Family,145.8
2015-11-01,Niagara Region,Single Family,147.0
2015-12-01,Niagara Region,Single Family,146.4
2016-01-01,Niagara Region,Single Family,148.4
2016-02-01,Niagara Region,Single Family,150.1
2016-03-01,Niagara Region,Single Family,152.9
2016-04-01,Niagara Region,Single Family,157.6
2016-05-01,Niagara Region,Single Family,162.7
2016-06-01,Niagara Region,Single Family,165.5
2016-07-01,Niagara Region,Single Family,169.2
2016-08-01,Niagara Region,Single Family,172.5
2016-09-01,Niagara Region,Single Family,175.5
2016-10-01,Niagara Region,Single Family,179.4
2016-11-01,Niagara Region,Single Family,181.5
2016-12-01,Niagara Region,Single Family,184.1
2017-01-01,Niagara Region,Single Family,187.0
2017-02-01,Niagara Region,Single Family,194.4
2017-03-01,Niagara Region,Single Family,207.6
2017-04-01,Niagara Region,Single Family,214.9
2017-05-01,Niagara Region,Single Family,221.1
2017-06-01,Niagara Region,Single Family,222.5
2017-07-01,Niagara Region,Single Family,218.0
2017-08-01,Niagara Region,Single Family,214.4
2017-09-01,Niagara Region,Single Family,213.8
2017-10-01,Niagara Region,Single Family,213.7
2017-11-01,Niagara Region,Single Family,213.8
2017-12-01,Niagara Region,Single Family,215.1
2018-01-01,Niagara Region,Single Family,214.3
2018-02-01,Niagara Region,Single Family,217.4
2018-03-01,Niagara Region,Single Family,221.6
2018-04-01,Niagara Region,Single Family,223.6
2018-05-01,Niagara Region,Single Family,227.4
2018-06-01,Niagara Region,Single Family,226.6
2018-07-01,Niagara Region,Single Family,228.5
2018-08-01,Niagara Region,Single Family,228.0
2018-09-01,Niagara Region,Single Family,227.5
2018-10-01,Niagara Region,Single Family,229.0
2018-11-01,Niagara Region,Single Family,230.0
2018-12-01,Niagara Region,Single Family,230.0
2019-01-01,Niagara Region,Single Family,230.0
2019-02-01,Niagara Region,Single Family,230.8
2019-03-01,Niagara Region,Single Family,234.3
2019-04-01,Niagara Region,Single Family,236.0
2019-05-01,Niagara Region,Single Family,239.3
2019-06-01,Niagara Region,Single Family,242.1
2019-07-01,Niagara Region,Single Family,243.2
2019-08-01,Niagara Region,Single Family,243.2
2019-09-01,Niagara Region,Single Family,246.6
2019-10-01,Niagara Region,Single Family,245.4
2019-11-01,Niagara Region,Single Family,249.6
2019-12-01,Niagara Region,Single Family,250.8
2020-01-01,Niagara Region,Single Family,253.3
2020-02-01,Niagara Region,Single Family,256.9
2020-03-01,Niagara Region,Single Family,263.0
2020-04-01,Niagara Region,Single Family,265.2
2020-05-01,Niagara Region,Single Family,264.9
2020-06-01,Niagara Region,Single Family,269.3
2020-07-01,Niagara Region,Single Family,275.2
2020-08-01,Niagara Region,Single Family,280.8
2020-09-01,Niagara Region,Single Family,286.0
2005-01-01,North Bay,Single Family,100.0
2005-02-01,North Bay,Single Family,101.4
2005-03-01,North Bay,Single Family,102.8
2005-04-01,North Bay,Single Family,104.2
2005-05-01,North Bay,Single Family,105.7
2005-06-01,North Bay,Single Family,107.2
2005-07-01,North Bay,Single Family,106.4
2005-08-01,North Bay,Single Family,105.7
2005-09-01,North Bay,Single Family,104.9
2005-10-01,North Bay,Single Family,104.8
2005-11-01,North Bay,Single Family,104.8
2005-12-01,North Bay,Single Family,104.7
2006-01-01,North Bay,Single Family,106.9
2006-02-01,North Bay,Single Family,109.1
2006-03-01,North Bay,Single Family,111.4
2006-04-01,North Bay,Single Family,113.0
2006-05-01,North Bay,Single Family,114.7
2006-06-01,North Bay,Single Family,116.4
2006-07-01,North Bay,Single Family,117.4
2006-08-01,North Bay,Single Family,118.5
2006-09-01,North Bay,Single Family,119.6
2006-10-01,North Bay,Single Family,117.0
2006-11-01,North Bay,Single Family,114.6
2006-12-01,North Bay,Single Family,112.3
2007-01-01,North Bay,Single Family,116.2
2007-02-01,North Bay,Single Family,120.1
2007-03-01,North Bay,Single Family,124.3
2007-04-01,North Bay,Single Family,125.4
2007-05-01,North Bay,Single Family,126.5
2007-06-01,North Bay,Single Family,127.7
2007-07-01,North Bay,Single Family,129.3
2007-08-01,North Bay,Single Family,131.0
2007-09-01,North Bay,Single Family,132.7
2007-10-01,North Bay,Single Family,132.5
2007-11-01,North Bay,Single Family,132.4
2007-12-01,North Bay,Single Family,132.3
2008-01-01,North Bay,Single Family,132.1
2008-02-01,North Bay,Single Family,132.0
2008-03-01,North Bay,Single Family,131.9
2008-04-01,North Bay,Single Family,133.1
2008-05-01,North Bay,Single Family,134.3
2008-06-01,North Bay,Single Family,135.6
2008-07-01,North Bay,Single Family,137.9
2008-08-01,North Bay,Single Family,140.4
2008-09-01,North Bay,Single Family,142.8
2008-10-01,North Bay,Single Family,141.4
2008-11-01,North Bay,Single Family,139.9
2008-12-01,North Bay,Single Family,138.4
2009-01-01,North Bay,Single Family,137.6
2009-02-01,North Bay,Single Family,136.7
2009-03-01,North Bay,Single Family,135.8
2009-04-01,North Bay,Single Family,139.2
2009-05-01,North Bay,Single Family,142.8
2009-06-01,North Bay,Single Family,146.5
2009-07-01,North Bay,Single Family,145.6
2009-08-01,North Bay,Single Family,144.6
2009-09-01,North Bay,Single Family,143.7
2009-10-01,North Bay,Single Family,145.4
2009-11-01,North Bay,Single Family,147.1
2009-12-01,North Bay,Single Family,148.8
2010-01-01,North Bay,Single Family,148.1
2010-02-01,North Bay,Single Family,148.2
2010-03-01,North Bay,Single Family,149.6
2010-04-01,North Bay,Single Family,154.3
2010-05-01,North Bay,Single Family,154.8
2010-06-01,North Bay,Single Family,157.7
2010-07-01,North Bay,Single Family,159.3
2010-08-01,North Bay,Single Family,156.6
2010-09-01,North Bay,Single Family,151.4
2010-10-01,North Bay,Single Family,143.6
2010-11-01,North Bay,Single Family,145.2
2010-12-01,North Bay,Single Family,144.4
2011-01-01,North Bay,Single Family,146.7
2011-02-01,North Bay,Single Family,151.6
2011-03-01,North Bay,Single Family,152.0
2011-04-01,North Bay,Single Family,157.7
2011-05-01,North Bay,Single Family,158.5
2011-06-01,North Bay,Single Family,159.4
2011-07-01,North Bay,Single Family,159.2
2011-08-01,North Bay,Single Family,160.7
2011-09-01,North Bay,Single Family,155.6
2011-10-01,North Bay,Single Family,155.0
2011-11-01,North Bay,Single Family,154.3
2011-12-01,North Bay,Single Family,153.0
2012-01-01,North Bay,Single Family,151.0
2012-02-01,North Bay,Single Family,144.8
2012-03-01,North Bay,Single Family,153.1
2012-04-01,North Bay,Single Family,154.7
2012-05-01,North Bay,Single Family,161.2
2012-06-01,North Bay,Single Family,162.3
2012-07-01,North Bay,Single Family,164.2
2012-08-01,North Bay,Single Family,158.8
2012-09-01,North Bay,Single Family,158.1
2012-10-01,North Bay,Single Family,157.0
2012-11-01,North Bay,Single Family,157.8
2012-12-01,North Bay,Single Family,150.1
2013-01-01,North Bay,Single Family,146.9
2013-02-01,North Bay,Single Family,150.5
2013-03-01,North Bay,Single Family,154.3
2013-04-01,North Bay,Single Family,156.9
2013-05-01,North Bay,Single Family,157.7
2013-06-01,North Bay,Single Family,161.6
2013-07-01,North Bay,Single Family,157.2
2013-08-01,North Bay,Single Family,156.1
2013-09-01,North Bay,Single Family,155.3
2013-10-01,North Bay,Single Family,155.9
2013-11-01,North Bay,Single Family,153.9
2013-12-01,North Bay,Single Family,152.6
2014-01-01,North Bay,Single Family,147.7
2014-02-01,North Bay,Single Family,143.9
2014-03-01,North Bay,Single Family,147.6
2014-04-01,North Bay,Single Family,152.6
2014-05-01,North Bay,Single Family,156.0
2014-06-01,North Bay,Single Family,157.2
2014-07-01,North Bay,Single Family,155.5
2014-08-01,North Bay,Single Family,158.1
2014-09-01,North Bay,Single Family,154.1
2014-10-01,North Bay,Single Family,155.4
2014-11-01,North Bay,Single Family,149.5
2014-12-01,North Bay,Single Family,147.6
2015-01-01,North Bay,Single Family,142.8
2015-02-01,North Bay,Single Family,140.5
2015-03-01,North Bay,Single Family,148.6
2015-04-01,North Bay,Single Family,153.2
2015-05-01,North Bay,Single Family,156.6
2015-06-01,North Bay,Single Family,155.1
2015-07-01,North Bay,Single Family,150.0
2015-08-01,North Bay,Single Family,149.1
2015-09-01,North Bay,Single Family,146.5
2015-10-01,North Bay,Single Family,148.6
2015-11-01,North Bay,Single Family,144.3
2015-12-01,North Bay,Single Family,145.1
2016-01-01,North Bay,Single Family,140.4
2016-02-01,North Bay,Single Family,143.5
2016-03-01,North Bay,Single Family,147.9
2016-04-01,North Bay,Single Family,149.5
2016-05-01,North Bay,Single Family,151.8
2016-06-01,North Bay,Single Family,157.4
2016-07-01,North Bay,Single Family,159.9
2016-08-01,North Bay,Single Family,160.2
2016-09-01,North Bay,Single Family,156.5
2016-10-01,North Bay,Single Family,156.6
2016-11-01,North Bay,Single Family,153.9
2016-12-01,North Bay,Single Family,154.0
2017-01-01,North Bay,Single Family,153.3
2017-02-01,North Bay,Single Family,152.1
2017-03-01,North Bay,Single Family,153.4
2017-04-01,North Bay,Single Family,156.2
2017-05-01,North Bay,Single Family,159.8
2017-06-01,North Bay,Single Family,162.8
2017-07-01,North Bay,Single Family,161.2
2017-08-01,North Bay,Single Family,163.3
2017-09-01,North Bay,Single Family,162.6
2017-10-01,North Bay,Single Family,161.0
2017-11-01,North Bay,Single Family,155.7
2017-12-01,North Bay,Single Family,153.9
2018-01-01,North Bay,Single Family,154.0
2018-02-01,North Bay,Single Family,154.0
2018-03-01,North Bay,Single Family,155.9
2018-04-01,North Bay,Single Family,156.4
2018-05-01,North Bay,Single Family,160.8
2018-06-01,North Bay,Single Family,163.3
2018-07-01,North Bay,Single Family,164.6
2018-08-01,North Bay,Single Family,165.8
2018-09-01,North Bay,Single Family,165.9
2018-10-01,North Bay,Single Family,162.7
2018-11-01,North Bay,Single Family,159.8
2018-12-01,North Bay,Single Family,157.5
2019-01-01,North Bay,Single Family,157.7
2019-02-01,North Bay,Single Family,162.8
2019-03-01,North Bay,Single Family,163.2
2019-04-01,North Bay,Single Family,164.2
2019-05-01,North Bay,Single Family,168.3
2019-06-01,North Bay,Single Family,168.8
2019-07-01,North Bay,Single Family,169.5
2019-08-01,North Bay,Single Family,168.7
2019-09-01,North Bay,Single Family,169.2
2019-10-01,North Bay,Single Family,169.4
2019-11-01,North Bay,Single Family,166.3
2019-12-01,North Bay,Single Family,162.6
2020-01-01,North Bay,Single Family,158.2
2020-02-01,North Bay,Single Family,164.9
2020-03-01,North Bay,Single Family,170.3
2020-04-01,North Bay,Single Family,171.8
2020-05-01,North Bay,Single Family,175.5
2020-06-01,North Bay,Single Family,183.0
2020-07-01,North Bay,Single Family,191.1
2020-08-01,North Bay,Single Family,196.4
2020-09-01,North Bay,Single Family,200.6
2005-01-01,Northumberland Hills,Single Family,100.0
2005-02-01,Northumberland Hills,Single Family,99.6
2005-03-01,Northumberland Hills,Single Family,99.2
2005-04-01,Northumberland Hills,Single Family,98.7
2005-05-01,Northumberland Hills,Single Family,98.3
2005-06-01,Northumberland Hills,Single Family,97.9
2005-07-01,Northumberland Hills,Single Family,99.0
2005-08-01,Northumberland Hills,Single Family,100.2
2005-09-01,Northumberland Hills,Single Family,101.3
2005-10-01,Northumberland Hills,Single Family,101.4
2005-11-01,Northumberland Hills,Single Family,101.5
2005-12-01,Northumberland Hills,Single Family,101.6
2006-01-01,Northumberland Hills,Single Family,102.1
2006-02-01,Northumberland Hills,Single Family,102.6
2006-03-01,Northumberland Hills,Single Family,103.2
2006-04-01,Northumberland Hills,Single Family,104.4
2006-05-01,Northumberland Hills,Single Family,105.6
2006-06-01,Northumberland Hills,Single Family,106.8
2006-07-01,Northumberland Hills,Single Family,106.3
2006-08-01,Northumberland Hills,Single Family,105.8
2006-09-01,Northumberland Hills,Single Family,105.3
2006-10-01,Northumberland Hills,Single Family,104.1
2006-11-01,Northumberland Hills,Single Family,103.0
2006-12-01,Northumberland Hills,Single Family,101.8
2007-01-01,Northumberland Hills,Single Family,102.8
2007-02-01,Northumberland Hills,Single Family,103.9
2007-03-01,Northumberland Hills,Single Family,104.9
2007-04-01,Northumberland Hills,Single Family,106.1
2007-05-01,Northumberland Hills,Single Family,107.4
2007-06-01,Northumberland Hills,Single Family,108.6
2007-07-01,Northumberland Hills,Single Family,108.5
2007-08-01,Northumberland Hills,Single Family,108.5
2007-09-01,Northumberland Hills,Single Family,108.4
2007-10-01,Northumberland Hills,Single Family,109.7
2007-11-01,Northumberland Hills,Single Family,111.1
2007-12-01,Northumberland Hills,Single Family,112.5
2008-01-01,Northumberland Hills,Single Family,111.7
2008-02-01,Northumberland Hills,Single Family,111.0
2008-03-01,Northumberland Hills,Single Family,110.2
2008-04-01,Northumberland Hills,Single Family,110.6
2008-05-01,Northumberland Hills,Single Family,111.0
2008-06-01,Northumberland Hills,Single Family,111.4
2008-07-01,Northumberland Hills,Single Family,111.6
2008-08-01,Northumberland Hills,Single Family,111.8
2008-09-01,Northumberland Hills,Single Family,112.0
2008-10-01,Northumberland Hills,Single Family,110.2
2008-11-01,Northumberland Hills,Single Family,108.5
2008-12-01,Northumberland Hills,Single Family,106.8
2009-01-01,Northumberland Hills,Single Family,105.1
2009-02-01,Northumberland Hills,Single Family,103.4
2009-03-01,Northumberland Hills,Single Family,101.8
2009-04-01,Northumberland Hills,Single Family,104.0
2009-05-01,Northumberland Hills,Single Family,106.1
2009-06-01,Northumberland Hills,Single Family,108.4
2009-07-01,Northumberland Hills,Single Family,108.3
2009-08-01,Northumberland Hills,Single Family,108.2
2009-09-01,Northumberland Hills,Single Family,108.1
2009-10-01,Northumberland Hills,Single Family,108.7
2009-11-01,Northumberland Hills,Single Family,109.3
2009-12-01,Northumberland Hills,Single Family,109.9
2010-01-01,Northumberland Hills,Single Family,111.1
2010-02-01,Northumberland Hills,Single Family,107.8
2010-03-01,Northumberland Hills,Single Family,109.3
2010-04-01,Northumberland Hills,Single Family,109.5
2010-05-01,Northumberland Hills,Single Family,112.9
2010-06-01,Northumberland Hills,Single Family,114.0
2010-07-01,Northumberland Hills,Single Family,115.1
2010-08-01,Northumberland Hills,Single Family,117.5
2010-09-01,Northumberland Hills,Single Family,114.9
2010-10-01,Northumberland Hills,Single Family,113.7
2010-11-01,Northumberland Hills,Single Family,106.9
2010-12-01,Northumberland Hills,Single Family,109.3
2011-01-01,Northumberland Hills,Single Family,107.6
2011-02-01,Northumberland Hills,Single Family,109.5
2011-03-01,Northumberland Hills,Single Family,111.0
2011-04-01,Northumberland Hills,Single Family,111.1
2011-05-01,Northumberland Hills,Single Family,113.5
2011-06-01,Northumberland Hills,Single Family,114.3
2011-07-01,Northumberland Hills,Single Family,116.6
2011-08-01,Northumberland Hills,Single Family,117.7
2011-09-01,Northumberland Hills,Single Family,112.3
2011-10-01,Northumberland Hills,Single Family,110.5
2011-11-01,Northumberland Hills,Single Family,110.0
2011-12-01,Northumberland Hills,Single Family,113.1
2012-01-01,Northumberland Hills,Single Family,111.6
2012-02-01,Northumberland Hills,Single Family,114.7
2012-03-01,Northumberland Hills,Single Family,114.4
2012-04-01,Northumberland Hills,Single Family,117.6
2012-05-01,Northumberland Hills,Single Family,113.2
2012-06-01,Northumberland Hills,Single Family,114.7
2012-07-01,Northumberland Hills,Single Family,113.5
2012-08-01,Northumberland Hills,Single Family,114.2
2012-09-01,Northumberland Hills,Single Family,116.8
2012-10-01,Northumberland Hills,Single Family,115.8
2012-11-01,Northumberland Hills,Single Family,118.4
2012-12-01,Northumberland Hills,Single Family,117.3
2013-01-01,Northumberland Hills,Single Family,121.3
2013-02-01,Northumberland Hills,Single Family,118.1
2013-03-01,Northumberland Hills,Single Family,122.3
2013-04-01,Northumberland Hills,Single Family,119.9
2013-05-01,Northumberland Hills,Single Family,121.5
2013-06-01,Northumberland Hills,Single Family,121.8
2013-07-01,Northumberland Hills,Single Family,124.5
2013-08-01,Northumberland Hills,Single Family,127.8
2013-09-01,Northumberland Hills,Single Family,125.7
2013-10-01,Northumberland Hills,Single Family,124.1
2013-11-01,Northumberland Hills,Single Family,123.8
2013-12-01,Northumberland Hills,Single Family,120.7
2014-01-01,Northumberland Hills,Single Family,118.5
2014-02-01,Northumberland Hills,Single Family,119.9
2014-03-01,Northumberland Hills,Single Family,122.3
2014-04-01,Northumberland Hills,Single Family,126.2
2014-05-01,Northumberland Hills,Single Family,126.7
2014-06-01,Northumberland Hills,Single Family,126.9
2014-07-01,Northumberland Hills,Single Family,129.3
2014-08-01,Northumberland Hills,Single Family,129.8
2014-09-01,Northumberland Hills,Single Family,130.7
2014-10-01,Northumberland Hills,Single Family,132.5
2014-11-01,Northumberland Hills,Single Family,130.5
2014-12-01,Northumberland Hills,Single Family,126.9
2015-01-01,Northumberland Hills,Single Family,122.5
2015-02-01,Northumberland Hills,Single Family,126.3
2015-03-01,Northumberland Hills,Single Family,135.7
2015-04-01,Northumberland Hills,Single Family,137.3
2015-05-01,Northumberland Hills,Single Family,141.0
2015-06-01,Northumberland Hills,Single Family,140.6
2015-07-01,Northumberland Hills,Single Family,143.3
2015-08-01,Northumberland Hills,Single Family,144.2
2015-09-01,Northumberland Hills,Single Family,142.5
2015-10-01,Northumberland Hills,Single Family,144.0
2015-11-01,Northumberland Hills,Single Family,143.7
2015-12-01,Northumberland Hills,Single Family,148.2
2016-01-01,Northumberland Hills,Single Family,149.1
2016-02-01,Northumberland Hills,Single Family,152.9
2016-03-01,Northumberland Hills,Single Family,156.6
2016-04-01,Northumberland Hills,Single Family,162.7
2016-05-01,Northumberland Hills,Single Family,167.1
2016-06-01,Northumberland Hills,Single Family,169.7
2016-07-01,Northumberland Hills,Single Family,172.9
2016-08-01,Northumberland Hills,Single Family,173.9
2016-09-01,Northumberland Hills,Single Family,177.0
2016-10-01,Northumberland Hills,Single Family,180.0
2016-11-01,Northumberland Hills,Single Family,178.0
2016-12-01,Northumberland Hills,Single Family,176.8
2017-01-01,Northumberland Hills,Single Family,177.8
2017-02-01,Northumberland Hills,Single Family,186.4
2017-03-01,Northumberland Hills,Single Family,205.6
2017-04-01,Northumberland Hills,Single Family,216.1
2017-05-01,Northumberland Hills,Single Family,215.5
2017-06-01,Northumberland Hills,Single Family,215.4
2017-07-01,Northumberland Hills,Single Family,215.4
2017-08-01,Northumberland Hills,Single Family,207.7
2017-09-01,Northumberland Hills,Single Family,208.7
2017-10-01,Northumberland Hills,Single Family,206.2
2017-11-01,Northumberland Hills,Single Family,204.6
2017-12-01,Northumberland Hills,Single Family,203.4
2018-01-01,Northumberland Hills,Single Family,202.9
